body_site	profiled_ERR2162200	profiled_ERR2162201	profiled_ERR2162202	profiled_ERR2162203	profiled_ERR2162204	profiled_ERR2162205	profiled_ERR2162206	profiled_ERR2162207	profiled_ERR2162208	profiled_ERR2162209	profiled_ERR2162210	profiled_ERR2162211	profiled_ERR2162212	profiled_ERR2162213	profiled_ERR2162214	profiled_ERR2162215	profiled_ERR2162216	profiled_ERR2162217	profiled_ERR2162218	profiled_ERR2162219	profiled_ERR2162220	profiled_ERR2162221	profiled_ERR2162222	profiled_ERR2162223	profiled_ERR2162224
s__Roseburia_sp_AM59_24XD	0	0	0	0	0	0	0	0	0	0	0.47398	0	0	0	0	0	0	0	0	0	0	0.17719	0	0	0
s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	0	0.17241	0	0	0	0	0	0	0	0	0	0	3.1744	0	0	0
s__Ruminococcus_callidus	0	0	0	0	0	0	0	0	0	0	0.13976	0	0	0	0	0	0	0	0	0	0	0.03765	0	0	0
s__GGB3499_SGB4674	0	0	0	0	0	0	0	0	0	0	0.00861	0	0	0	0	0	0	0	0.13343	0	0	0	0	0	0
s__Blautia_luti	0	0	0	0	0	0	0	0	0	0	0.00594	0	0	0	0	0	0	0	0	0	0	0.01495	0	0	0
s__Candidatus_Pseudoscilispira_faecavium	0	0	0	0	0	0	0	0	0	0	0.00297	0	0	0	0	0	0	0	0	0.01398	0	0	0	0	0
s__GGB3817_SGB5182	0	0	0	0	0	0	0	0	0	0	0	0.02318	0	0	0	0	0	0	0	0.00035	0	0	0	0	0
s__GGB25158_SGB42321	0	0	0	0	0	0	0	0	0	0	0	0.01161	0	0	0	0	0	0	0	0	0	0	0	0	0.03541
s__Eubacteriaceae_bacterium_CHKCI004	0	0	0	0	0	0	0	0	0	0	0	0.00724	0	0	0	0	0	0	0	0	0.01875	0	0	0	0
s__Butyrivibrio_crossotus	0	0	0	0	0	0	0	0	0	0	0	0	1.94431	0	0	0	0	0	0	0	0	19.60696	0	0	0
s__GGB9278_SGB14230	0	0	0	0	0	0	0	0	0	0	0	0	0.78085	0	0	0	0	0	0	0	0	0.2647	0	0	0
s__GGB4768_SGB6601	0	0	0	0	0	0	0	0	0	0	0	0	0.15647	0	0	0	0	0	0	0	0.8174	0	0	0	0
s__Enterocloster_SGB14313	0	0	0	0	0	0	0	0	0	0	0	0	0.13081	0	0	0	0	0	0	0	0	0.18824	0	0	0
s__Streptococcus_SGB15012	0	0	0	0	0	0	0	0	0	0	0	0	0.0676	0	0	0	0	0	0	0	0	0.00096	0	0	0
s__GGB28319_SGB40892	0	0	0	0	0	0	0	0	0	0	0	0	0.03325	0	0	0	0	0	0	0	0	0	0.13452	0	0
s__GGB9240_SGB14182	0	0	0	0	0	0	0	0	0	0	0	0	0.03162	0	0	0	0	0	0	0.08874	0	0	0	0	0
s__GGB42389_SGB59559	0	0	0	0	0	0	0	0	0	0	0	0	0.02932	0	0	0	0	0	0.06589	0	0	0	0	0	0
s__GGB40351_SGB14301	0	0	0	0	0	0	0	0	0	0	0	0	0.02432	0	0	0	0	0	0	0	0	0	0	0	3.32971
s__GGB10692_SGB17347	0	0	0	0	0	0	0	0	0	0	0	0	0.02144	0	0	0	0	0	0	0	0.00463	0	0	0	0
s__GGB3815_SGB5180	0	0	0	0	0	0	0	0	0	0	0	0	0.00468	0	0	0	0	0	0	0	0	0	0.00047	0	0
s__GGB33512_SGB15201	0	0	0	0	0	0	0	0	0	0	0	0	0.00374	0	0	0	0	0	0	0	0	0	0	0	2.70758
s__Clostridium_saudiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10848	0	0	0	0	0	0.01461	0	0	0	0	0
s__GGB3057_SGB4059	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05351	0	0	0	0	0	0	0	0.00557	0	0	0
s__GGB4456_SGB6141	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0482	0	0	0	0	0	0.06889	0	0	0	0	0
s__GGB9533_SGB14936	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122	0	0	0	0.0008	0	0	0	0	0	0	0
s__Streptococcus_SGB14888	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00473	0	0	0	0	0.00085	0	0	0	0	0	0
s__Oscillibacter_sp_PC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00287	0	0	0	0	0	0	0	0.00074	0	0	0
s__Candidatus_Alloscillospira_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149	0	0	0	0	0	0	0	0	0	0	0.00437
s__Clostridiaceae_bacterium_Marseille_Q3526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14115	0	0	0	0	0.01776	0	0	0	0	0
s__GGB9580_SGB14998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03252	0	0	0	0	0	0	0	0	0.05281
s__GGB38744_SGB14842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31058	0	0	0	0	0.00584	0	0	0
s__GGB9524_SGB14923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08771	0.01526	0	0	0	0	0
s__GGB9775_SGB15395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04643	0	0	0.20479	0	0	0
s__GGB79908_SGB47660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04489	0	0.03923	0	0	0	0
s__Cuneatibacter_caecimuris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0082	0	0	0	0	0	0.07621
s__Candidatus_Heteroruminococcus_faecigallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00261	0	0	0.00764	0	0	0
s__GGB9646_SGB15123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0632	0	0	0.04028	0	0
s__GGB3000_SGB3991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03277	0	0.00561	0	0	0
s__Flavonifractor_sp_An100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03038	0	0.00322	0	0	0
s__Candidatus_Neoruminococcus_faecicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00442	0	0	0	0	0.00137
s__Flavonifractor_sp_An10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00397	0	0.00915	0	0	0
s__Turicibacter_bilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00033	0	0	0.01297	0	0
s__GGB9760_SGB15373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06924	0.02913	0	0
s__GGB79998_SGB48024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03178	0.02381	0	0
s__GGB9551_SGB14958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02627	0	0	0.01098
s__GGB9781_SGB66170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00295	0	0	0.00944
s__GGB9781_SGB15402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00279	0	0	0.01356
s__GGB4802_SGB6641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00176	0.01086	0	0
s__Clostridium_sp_Marseille_P3244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126	0	0	0.00242
s__Candidatus_Aristotella_avistercoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106	0	0	0.00042
s__Anaerosacchariphilus_sp_NSJ_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00068	0.00291	0	0
s__Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01091	0	1.23217
s__Collinsella_intestinalis	0.15964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Enterococcus_asini	0.00316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB1249_SGB1670	1.1746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB79634_SGB5832	0.86534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Turicimonas_muris	1.6624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Vescimonas_SGB15087	0	0.7349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Candidatus_Methanomassiliicoccus_intestinalis	0	0.38014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Phocaeicola_SGB6473	0	0.30955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9209_SGB14148	0	0.07983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9058_SGB13975	0	0.02731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB2999_SGB3990	0	0.02126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paratractidigestivibacter_faecalis	0	0.01828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4642_SGB6422	0	0.01631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB58485_SGB80143	0	0.01348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Robinsoniella_SGB54315	0	0.01222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Ruminococcus_sp_AF46_10NS	0	0.0072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3033_SGB4028	0	0.00693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lachnoclostridium_sp_An138	0	0.0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Candidatus_Paralachnospira_caecorum	0	0.00505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridium_sp_AF32_12BH	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_anginosus	0	0.00309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Parolsenella_catena	0	0.00175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Ellagibacter_isourolithinifaciens	0	0.00092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Tissierellaceae_bacterium_BX21	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3287_SGB4341	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB79916_SGB4587	0	0	0.56141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lachnospiraceae_unclassified_SGB65957	0	0	0.52839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_pasteurianus	0	0	0.0854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridiaceae_bacterium_OM02_2AC	0	0	0.0423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gardnerella_vaginalis	0	0	0.03336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridium_sp_AM58_1XD	0	0	0.01725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Blautia_sp_Marseille_P3087	0	0	0.01633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lactonifactor_sp_BIOML_A6	0	0	0.00777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_mitis	0	0	0.00692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridium_sp_AF15_17LB	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gordonibacter_urolithinfaciens	0	0	0.00087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Massiliimalia_massiliensis	0	0	0.00031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Alistipes_sp_An31A	0	0	0	13.56658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB1627_SGB2230	0	0	0	4.41103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3733_SGB5066	0	0	0	1.86973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB6568_SGB9279	0	0	0	1.02532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Methanomassiliicoccaceae_unclassified_SGB380	0	0	0	0.68103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB2996_SGB3983	0	0	0	0.27335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Limosilactobacillus_reuteri	0	0	0	0.25328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB1420_SGB1957	0	0	0	0.22803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB6123_SGB8767	0	0	0	0.22046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Candidatus_Neoclostridium_roslinense	0	0	0	0.20828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Rikenellaceae_bacterium	0	0	0	0.18704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3344_SGB4424	0	0	0	0.06882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9261_SGB14209	0	0	0	0.02819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB741_SGB955	0	0	0	0.0257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB34228_SGB53814	0	0	0	0.02419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB80055_SGB4053	0	0	0	0.02273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Dysosmobacter_SGB15074	0	0	0	0.02148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Weissella_cibaria	0	0	0	0.01611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_lutetiensis	0	0	0	0.01314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9640_SGB15115	0	0	0	0.01037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB34228_SGB72916	0	0	0	0.00333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Candidatus_Heritagella_intestinalis	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4546_SGB6267	0	0	0	0	0.46215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3486_SGB4658	0	0	0	0	0.10556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Alistipes_sp_AF17_16	0	0	0	0	0.00787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Sanguibacteroides_justesenii	0	0	0	0	0.00588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Candidatus_Alangreenwoodia_gallinarii	0	0	0	0	0.00431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3593_SGB4817	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridium_sp_OM07_10AC	0	0	0	0	0	0.95849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Parabacteroides_sp_TM07_1AC	0	0	0	0	0	0.29448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB6016_SGB8648	0	0	0	0	0	0.21714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB59744_SGB2275	0	0	0	0	0	0.16648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bacteroides_stercorirosoris	0	0	0	0	0	0.16409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Victivallis_lenta	0	0	0	0	0	0.0355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3002_SGB3993	0	0	0	0	0	0.00665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Blautia_schinkii	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB14025_SGB14906	0	0	0	0	0	0.00292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Cryobacterium_SGB4870	0	0	0	0	0	0	2.62659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3424_SGB4551	0	0	0	0	0	0	0.73523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacteriales_unclassified_SGB4860	0	0	0	0	0	0	0.57306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9580_SGB14996	0	0	0	0	0	0	0.19612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Mogibacterium_sp_NSJ_24	0	0	0	0	0	0	0.11898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bifidobacterium_breve	0	0	0	0	0	0	0.05181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Roseburia_sp_AM16_25	0	0	0	0	0	0	0.04558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lachnoclostridium_phocaeense	0	0	0	0	0	0	0.0286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Amedibacterium_intestinale	0	0	0	0	0	0	0.02402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Citrobacter_freundii	0	0	0	0	0	0	0.01198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB38511_SGB57594	0	0	0	0	0	0	0	4.43744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Faecalicoccus_SGB6321	0	0	0	0	0	0	0	3.23574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Collinsella_sp_AF08_23	0	0	0	0	0	0	0	1.44264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Alistipes_sp_D31t1_170403_E11	0	0	0	0	0	0	0	0.77264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB51269_SGB5062	0	0	0	0	0	0	0	0.17119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Collinsella_SGB4866	0	0	0	0	0	0	0	0.0464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Massilistercora_SGB71784	0	0	0	0	0	0	0	0.01221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Collinsella_SGB62935	0	0	0	0	0	0	0	0.00223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Mediterraneibacter_massiliensis	0	0	0	0	0	0	0	0.00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Mediterraneibacter_SGB4598	0	0	0	0	0	0	0	0	1.54263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB79097_SGB105802	0	0	0	0	0	0	0	0	0.04826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Citrobacter_braakii	0	0	0	0	0	0	0	0	0	0.19633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0.05032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0.02273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Proteus_vulgaris	0	0	0	0	0	0	0	0	0	0.02244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Klebsiella_michiganensis	0	0	0	0	0	0	0	0	0	0.0141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Candidatus_Pseudoruminococcus_merdavium	0	0	0	0	0	0	0	0	0	0.00131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lactobacillus_gasseri	0	0	0	0	0	0	0	0	0	0	0.69077	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3548_SGB4744	0	0	0	0	0	0	0	0	0	0	0.06063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Ligilactobacillus_salivarius	0	0	0	0	0	0	0	0	0	0	0.01697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Coprobacillus_SGB6753	0	0	0	0	0	0	0	0	0	0	0.01233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9184_SGB14123	0	0	0	0	0	0	0	0	0	0	0	0.0374	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3446_SGB4597	0	0	0	0	0	0	0	0	0	0	0	0.00125	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_SGB4175	0	0	0	0	0	0	0	0	0	0	0	0	2.78027	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0.48242	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9634_SGB15097	0	0	0	0	0	0	0	0	0	0	0	0	0.36922	0	0	0	0	0	0	0	0	0	0	0	0
s__Parvimonas_micra	0	0	0	0	0	0	0	0	0	0	0	0	0.22039	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9746_SGB15352	0	0	0	0	0	0	0	0	0	0	0	0	0.19409	0	0	0	0	0	0	0	0	0	0	0	0
s__Solobacterium_moorei	0	0	0	0	0	0	0	0	0	0	0	0	0.17425	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacteriaceae_bacterium_Marseille_Q4139	0	0	0	0	0	0	0	0	0	0	0	0	0.17301	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9211_SGB14151	0	0	0	0	0	0	0	0	0	0	0	0	0.17053	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4564_SGB6302	0	0	0	0	0	0	0	0	0	0	0	0	0.12345	0	0	0	0	0	0	0	0	0	0	0	0
s__Dysosmobacter_sp_Marseille_Q4140	0	0	0	0	0	0	0	0	0	0	0	0	0.11307	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9200_SGB14139	0	0	0	0	0	0	0	0	0	0	0	0	0.1074	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4653_SGB6440	0	0	0	0	0	0	0	0	0	0	0	0	0.08861	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9334_SGB14298	0	0	0	0	0	0	0	0	0	0	0	0	0.08096	0	0	0	0	0	0	0	0	0	0	0	0
s__Pseudoflavonifractor_sp_Marseille_P3106	0	0	0	0	0	0	0	0	0	0	0	0	0.05899	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB47150_SGB65079	0	0	0	0	0	0	0	0	0	0	0	0	0.05583	0	0	0	0	0	0	0	0	0	0	0	0
s__Porphyromonas_uenonis	0	0	0	0	0	0	0	0	0	0	0	0	0.04928	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9634_SGB15101	0	0	0	0	0	0	0	0	0	0	0	0	0.04708	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridiales_bacterium_VE202_01	0	0	0	0	0	0	0	0	0	0	0	0	0.02551	0	0	0	0	0	0	0	0	0	0	0	0
s__Eisenbergiella_sp_OF01_20	0	0	0	0	0	0	0	0	0	0	0	0	0.01833	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptostreptococcus_SGB749	0	0	0	0	0	0	0	0	0	0	0	0	0.01585	0	0	0	0	0	0	0	0	0	0	0	0
s__Candidatus_Pseudobutyricicoccus_lothianensis	0	0	0	0	0	0	0	0	0	0	0	0	0.01417	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_SGB14036	0	0	0	0	0	0	0	0	0	0	0	0	0.01316	0	0	0	0	0	0	0	0	0	0	0	0
s__Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0.01279	0	0	0	0	0	0	0	0	0	0	0	0
s__Mogibacterium_timidum	0	0	0	0	0	0	0	0	0	0	0	0	0.00886	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_oralis	0	0	0	0	0	0	0	0	0	0	0	0	0.00792	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3892_SGB5290	0	0	0	0	0	0	0	0	0	0	0	0	0.00744	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3518_SGB4697	0	0	0	0	0	0	0	0	0	0	0	0	0.00619	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB33512_SGB15202	0	0	0	0	0	0	0	0	0	0	0	0	0.00561	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9636_SGB15108	0	0	0	0	0	0	0	0	0	0	0	0	0.00535	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3678_SGB4991	0	0	0	0	0	0	0	0	0	0	0	0	0.00456	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9559_SGB69175	0	0	0	0	0	0	0	0	0	0	0	0	0.00387	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptoniphilus_lacrimalis	0	0	0	0	0	0	0	0	0	0	0	0	0.00352	0	0	0	0	0	0	0	0	0	0	0	0
s__Parabacteroides_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0.00297	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridiales_bacterium_NSJ_40	0	0	0	0	0	0	0	0	0	0	0	0	0.00254	0	0	0	0	0	0	0	0	0	0	0	0
s__Christensenella_minuta	0	0	0	0	0	0	0	0	0	0	0	0	0.00203	0	0	0	0	0	0	0	0	0	0	0	0
s__Christensenella_sp_NSJ_35	0	0	0	0	0	0	0	0	0	0	0	0	0.00179	0	0	0	0	0	0	0	0	0	0	0	0
s__Cloacibacillus_evryensis	0	0	0	0	0	0	0	0	0	0	0	0	0.00113	0	0	0	0	0	0	0	0	0	0	0	0
